gene_id,gene_nr,tagm_location,tagm_location,,,
TGME49_226830,226830,ER 2,ER 2,,,
TGME49_215910,215910,dense granules,dense granules,,,
TGME49_278660,278660,unknown,PM - integral,,,
TGME49_224260,224260,nucleus - chromatin,nucleus - chromatin,,,
TGME49_219320,219320,IMC,IMC,,,
TGME49_247550,247550,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_316400,316400,tubulin cytoskeleton,tubulin cytoskeleton,,,
TGME49_229010,229010,rhoptries 1,rhoptries 1,,,
TGME49_295710,295710,cytosol,cytosol,,,
TGME49_261080,261080,micronemes,micronemes,,,
TGME49_265250,265250,nucleus - chromatin,nucleus - chromatin,,,
TGME49_229480,229480,ER 2,ER 2,,,
TGME49_222220,222220,IMC,IMC,,,
TGME49_294550,294550,nucleus - chromatin,nucleus - chromatin,,,
TGME49_230420,230420,ER 1,ER 1,,,
TGME49_214940,214940,micronemes,micronemes,,,
TGME49_273560,273560,unknown,unknown,,,
TGME49_297745,297745,mitochondrion - soluble,ER 1,,,
TGME49_288650,288650,dense granules,dense granules,,,
TGME49_294200,294200,dense granules,dense granules,,,
TGME49_223390,223390,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_231970,231970,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_232080,232080,ER 1,ER 1,,,
TGME49_209950,209950,unknown,unknown,,,
TGME49_269190,269190,apicoplast,apicoplast,,,
TGME49_219850,219850,cytosol,cytosol,,,
TGME49_278870,278870,nucleus - chromatin,PM - peripheral 2,,,
TGME49_280560,280560,unknown,unknown,,,
TGME49_250820,250820,apical 1,apical 1,,,
TGME49_269690,269690,dense granules,dense granules,,,
TGME49_219540,219540,cytosol,cytosol,,,
TGME49_245490,245490,micronemes,micronemes,,,
TGME49_321620,321620,nucleus - chromatin,nucleus - chromatin,,,
TGME49_231480,231480,unknown,cytosol,,,
TGME49_214090,214090,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_259260,259260,apicoplast,apicoplast,,,
TGME49_289540,289540,dense granules,dense granules,,,
TGME49_273090,273090,cytosol,cytosol,,,
TGME49_232350,232350,cytosol,cytosol,,,
TGME49_234230,234230,nucleus - chromatin,nucleus - chromatin,,,
TGME49_227948,227948,nucleus - chromatin,nucleolus,,,
TGME49_238050,238050,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_212300,212300,dense granules,dense granules,,,
TGME49_308840,308840,PM - peripheral 1,PM - peripheral 1,,,
TGME49_236970,236970,nucleus - chromatin,nucleus - chromatin,,,
TGME49_230940,230940,nucleus - chromatin,nucleus - chromatin,,,
TGME49_292080,292080,cytosol,cytosol,,,
TGME49_278830,278830,nucleus - chromatin,nucleus - chromatin,,,
TGME49_275690,275690,apicoplast,apicoplast,,,
TGME49_238040,238040,ER 1,ER 1,,,
TGME49_240600,240600,apicoplast,apicoplast,,,
TGME49_249390,249390,cytosol,cytosol,,,
TGME49_231960,231960,dense granules,dense granules,,,
TGME49_255260,255260,micronemes,micronemes,,,
TGME49_257990,257990,unknown,unknown,,,
TGME49_206610,206610,apicoplast,apicoplast,,,
TGME49_309250,309250,nucleus - chromatin,nucleus - chromatin,,,
TGME49_243800,243800,unknown,unknown,,,
TGME49_310150,310150,Golgi,PM - peripheral 2,,,
TGME49_249990,249990,dense granules,dense granules,,,
TGME49_258870,258870,dense granules,dense granules,,,
TGME49_214840,214840,nucleus - chromatin,nucleus - chromatin,,,
TGME49_261750,261750,rhoptries 2,rhoptries 2,,,
TGME49_247195,247195,PM - integral,micronemes,,,
TGME49_226250,226250,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_311400,311400,unknown,nucleus - non-chromatin,,,
TGME49_226730,226730,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_310750,310750,Golgi,Golgi,,,
TGME49_305860,305860,PM - peripheral 2,PM - peripheral 2,,,
TGME49_318230,318230,cytosol,cytosol,,,
TGME49_201680,201680,unknown,nucleus - non-chromatin,,,
TGME49_273870,273870,nucleus - chromatin,nucleus - chromatin,,,
TGME49_290290,290290,cytosol,cytosol,,,
TGME49_256760,256760,cytosol,cytosol,,,
TGME49_289330,289330,cytosol,nucleus - chromatin,,,
TGME49_236040,236040,cytosol,cytosol,,,
TGME49_228120,228120,nucleus - chromatin,nucleus - chromatin,,,
TGME49_221870,221870,ER 1,ER 1,,,
TGME49_224350,224350,unknown,unknown,,,
TGME49_320190,320190,PM - peripheral 1,PM - peripheral 1,,,
TGME49_310430,310430,apicoplast,apicoplast,,,
TGME49_249900,249900,unknown,mitochondrion - membranes,,,
TGME49_233450,233450,PM - peripheral 1,PM - peripheral 1,,,
TGME49_230210,230210,IMC,IMC,,,
TGME49_292920,292920,unknown,mitochondrion - soluble,,,
TGME49_310670,310670,cytosol,cytosol,,,
TGME49_219310,219310,cytosol,cytosol,,,
TGME49_313410,313410,19S proteasome,19S proteasome,,,
TGME49_310900,310900,nucleus - chromatin,nucleus - chromatin,,,
TGME49_225690,225690,apical 1,apical 1,,,
TGME49_294350,294350,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_321500,321500,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_230350,230350,rhoptries 2,rhoptries 2,,,
TGME49_233220,233220,PM - integral,Golgi,,,
TGME49_300260,300260,cytosol,cytosol,,,
TGME49_203310,203310,dense granules,dense granules,,,
TGME49_288500,288500,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_272370,272370,PM - integral,Golgi,,,
TGME49_250770,250770,cytosol,cytosol,,,
TGME49_204400,204400,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_314780,314780,PM - peripheral 2,PM - peripheral 2,,,
TGME49_290670,290670,cytosol,cytosol,,,
TGME49_293900,293900,micronemes,micronemes,,,
TGME49_310080,310080,cytosol,PM - peripheral 2,,,
TGME49_232830,232830,PM - integral,PM - integral,,,
TGME49_263090,263090,cytosol,cytosol,,,
TGME49_314410,314410,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_254370,254370,PM - integral,Golgi,,,
TGME49_268850,268850,cytosol,cytosol,,,
TGME49_288000,288000,dense granules,dense granules,,,
TGME49_301440,301440,nucleus - chromatin,nucleus - chromatin,,,
TGME49_313380,313380,IMC,IMC,,,
TGME49_226910,226910,cytosol,cytosol,,,
TGME49_250710,250710,micronemes,micronemes,,,
TGME49_266640,266640,unknown,cytosol,,,
TGME49_254470,254470,dense granules,dense granules,,,
TGME49_208450,208450,dense granules,dense granules,,,
TGME49_267680,267680,micronemes,micronemes,,,
TGME49_253370,253370,rhoptries 1,rhoptries 1,,,
TGME49_294898,294898,cytosol,cytosol,,,
TGME49_313080,313080,ER 1,ER 1,,,
TGME49_253700,253700,unknown,PM - integral,,,
TGME49_315270,315270,cytosol,19S proteasome,,,
TGME49_224060,224060,unknown,unknown,,,
TGME49_215260,215260,cytosol,cytosol,,,
TGME49_315320,315320,PM - peripheral 1,PM - peripheral 1,,,
TGME49_288360,288360,cytosol,cytosol,,,
TGME49_293440,293440,PM - integral,Golgi,,,
TGME49_263520,263520,tubulin cytoskeleton,tubulin cytoskeleton,,,
TGME49_321640,321640,apicoplast,apicoplast,,,
TGME49_232800,232800,nucleus - chromatin,nucleus - chromatin,,,
TGME49_258240,258240,nucleus - chromatin,nucleus - chromatin,,,
TGME49_269950,269950,dense granules,dense granules,,,
TGME49_242070,242070,IMC,IMC,,,
TGME49_218520,218520,micronemes,micronemes,,,
TGME49_215220,215220,dense granules,dense granules,,,
TGME49_259200,259200,PM - integral,PM - integral,,,
TGME49_279100,279100,dense granules,dense granules,,,
TGME49_306020,306020,Golgi,PM - peripheral 2,,,
TGME49_261780,261780,micronemes,micronemes,,,
TGME49_249180,249180,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_259010,259010,unknown,PM - integral,,,
TGME49_204340,204340,dense granules,dense granules,,,
TGME49_236210,236210,unknown,mitochondrion - membranes,,,
TGME49_244200,244200,192.737924,1,38.3287371396582,,
TGME49_293770,293770,micronemes,micronemes,,,
TGME49_265840,265840,nucleus - chromatin,nucleus - chromatin,,,
TGME49_263300,263300,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_215590,215590,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_229990,229990,cytosol,cytosol,,,
TGME49_309120,309120,60S ribosome,60S ribosome,,,
TGME49_312100,312100,IMC,IMC,,,
TGME49_206670,206670,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_232600,232600,unknown,ER 2,,,
TGME49_255190,255190,IMC,IMC,,,
TGME49_253430,253430,unknown,cytosol,,,
TGME49_216060,216060,Golgi,Golgi,,,
TGME49_293180,293180,cytosol,nucleolus,,,
TGME49_248810,248810,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_224460,224460,unknown,unknown,,,
TGME49_202630,202630,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_283540,283540,micronemes,micronemes,,,
TGME49_243460,243460,nucleus - chromatin,nucleus - chromatin,,,
TGME49_224850,224850,unknown,nucleus - non-chromatin,,,
TGME49_232410,232410,tubulin cytoskeleton,tubulin cytoskeleton,,,
TGME49_304990,304990,unknown,unknown,,,
TGME49_268370,268370,nucleus - chromatin,nucleus - chromatin,,,
TGME49_217510,217510,IMC,IMC,,,
TGME49_314970,314970,ER 1,ER 1,,,
TGME49_277080,277080,micronemes,micronemes,,,
TGME49_206590,206590,nucleus - chromatin,PM - peripheral 2,,,
TGME49_312110,312110,apicoplast,apicoplast,,,
TGME49_217460,217460,cytosol,cytosol,,,
TGME49_234420,234420,unknown,mitochondrion - membranes,,,
TGME49_292120,292120,PM - peripheral 2,PM - peripheral 2,,,
TGME49_313290,313290,PM - peripheral 2,PM - peripheral 2,,,
TGME49_308090,308090,rhoptries 1,rhoptries 1,,,
TGME49_256970,256970,unknown,unknown,,,
TGME49_268830,268830,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_297470,297470,PM - peripheral 1,PM - peripheral 1,,,
TGME49_239752,239752,dense granules,apicoplast,,,
TGME49_311030,311030,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_273370,273370,unknown,cytosol,,,
TGME49_231410,231410,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_256840,256840,apicoplast,apicoplast,,,
TGME49_207620,207620,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_230340,230340,apical 1,apical 1,,,
TGME49_312420,312420,dense granules,dense granules,,,
TGME49_280600,280600,cytosol,cytosol,,,
TGME49_203980,203980,nucleus - chromatin,nucleus - chromatin,,,
TGME49_232050,232050,ER 1,ER 1,,,
TGME49_263060,263060,19S proteasome,19S proteasome,,,
TGME49_262920,262920,rhoptries 1,rhoptries 1,,,
TGME49_320490,320490,dense granules,dense granules,,,
TGME49_297070,297070,rhoptries 2,rhoptries 2,,,
TGME49_324600,324600,IMC,IMC,,,
TGME49_272910,272910,cytosol,cytosol,,,
TGME49_268200,268200,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_294620,294620,115.687978,0.9999897,50.2815152767967,,
TGME49_280380,280380,dense granules,dense granules,,,
TGME49_225930,225930,cytosol,cytosol,,,
TGME49_258970,258970,nucleus - chromatin,ER 1,,,
TGME49_258950,258950,Golgi,ER 1,,,
TGME49_251690,251690,92.084812,1,45.4171437912065,,
TGME49_225850,225850,unknown,ER 1,,,
TGME49_218240,218240,IMC,IMC,,,
TGME49_288830,288830,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_224890,224890,cytosol,19S proteasome,,,
TGME49_253290,253290,cytosol,cytosol,,,
TGME49_240650,240650,113.602412,0.5915912,21.1468834519984,,
TGME49_230960,230960,144.58237,1,69.5209358328864,,
TGME49_315220,315220,rhoptries 2,rhoptries 2,,,
TGME49_203780,203780,nucleus - chromatin,nucleus - chromatin,,,
TGME49_246170,246170,nucleus - chromatin,nucleus - chromatin,,,
TGME49_270930,270930,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_292950,292950,apical 1,apical 1,,,
TGME49_235340,235340,IMC,IMC,,,
TGME49_249270,249270,unknown,unknown,,,
TGME49_313430,313430,nucleus - chromatin,ER 1,,,
TGME49_202550,202550,IMC,IMC,,,
TGME49_219800,219800,unknown,unknown,,,
TGME49_269290,269290,nucleus - chromatin,ER 1,,,
TGME49_273460,273460,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_231600,231600,cytosol,cytosol,,,
TGME49_304760,304760,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_231630,231630,IMC,IMC,,,
TGME49_277270,277270,dense granules,dense granules,,,
TGME49_262880,262880,Golgi,Golgi,,,
TGME49_211690,211690,nucleus - chromatin,nucleus - chromatin,,,
TGME49_205710,205710,cytosol,cytosol,,,
TGME49_293470,293470,PM - peripheral 2,PM - peripheral 2,,,
TGME49_221210,221210,ER 2,ER 2,,,
TGME49_254880,254880,rhoptries 2,rhoptries 2,,,
TGME49_314100,314100,cytosol,cytosol,,,
TGME49_225200,225200,rhoptries 1,rhoptries 1,,,
TGME49_235930,235930,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_258390,258390,unknown,unknown,,,
TGME49_247760,247760,cytosol,cytosol,,,
TGME49_243710,243710,cytosol,cytosol,,,
TGME49_281440,281440,PM - peripheral 2,Golgi,,,
TGME49_295110,295110,rhoptries 1,rhoptries 1,,,
TGME49_273520,273520,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_231440,231440,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_243730,243730,rhoptries 1,rhoptries 1,,,
TGME49_239400,239400,IMC,IMC,,,
TGME49_232710,232710,40S ribosome,40S ribosome,,,
TGME49_205010,205010,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_320460,320460,endomembrane vesicles,Golgi,,,
TGME49_260540,260540,IMC,IMC,,,
TGME49_320180,320180,PM - peripheral 1,PM - peripheral 1,,,
TGME49_291140,291140,unknown,unknown,,,
TGME49_233120,233120,nucleus - chromatin,endomembrane vesicles,,,
TGME49_308890,308890,nucleus - chromatin,nucleolus,,,
TGME49_246220,246220,Golgi,ER 1,,,
TGME49_321680,321680,cytosol,19S proteasome,,,
TGME49_320220,320220,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_222020,222020,apicoplast,apicoplast,,,
TGME49_202390,202390,endomembrane vesicles,PM - peripheral 1,,,
TGME49_304710,304710,unknown,unknown,,,
TGME49_319920,319920,mitochondrion - membranes,mitochondrion - soluble,,,
TGME49_244250,244250,rhoptries 1,rhoptries 1,,,
TGME49_270510,270510,cytosol,cytosol,,,
TGME49_231910,231910,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_239820,239820,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_256990,256990,cytosol,cytosol,,,
TGME49_258360,258360,rhoptries 1,rhoptries 1,,,
TGME49_285980,285980,cytosol,cytosol,,,
TGME49_286720,286720,mitochondrion - membranes,mitochondrion - soluble,,,
TGME49_297500,297500,cytosol,cytosol,,,
TGME49_204310,204310,Golgi,Golgi,,,
TGME49_313140,313140,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_288400,288400,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_216580,216580,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_290720,290720,unknown,Golgi,,,
TGME49_235170,235170,nucleus - chromatin,nucleus - chromatin,,,
TGME49_266435,266435,rhoptries 1,rhoptries 1,,,
TGME49_205440,205440,cytosol,cytosol,,,
TGME49_232130,232130,tubulin cytoskeleton,tubulin cytoskeleton,,,
TGME49_291960,291960,rhoptries 1,rhoptries 1,,,
TGME49_222300,222300,apicoplast,apicoplast,,,
TGME49_321650,321650,rhoptries 1,rhoptries 1,,,
TGME49_251930,251930,apicoplast,apicoplast,,,
TGME49_248740,248740,apical 1,apical 1,,,
TGME49_297720,297720,cytosol,cytosol,,,
TGME49_315770,315770,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_231850,231850,cytosol,cytosol,,,
TGME49_239300,239300,apical 2,apical 2,,,
TGME49_232440,232440,nucleus - chromatin,nucleus - chromatin,,,
TGME49_315490,315490,rhoptries 1,rhoptries 1,,,
TGME49_247700,247700,nucleus - chromatin,nucleus - chromatin,,,
TGME49_235020,235020,unknown,cytosol,,,
TGME49_209210,209210,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_301270,301270,nucleus - chromatin,nucleus - chromatin,,,
TGME49_213392,213392,nucleus - chromatin,nucleus - chromatin,,,
TGME49_259640,259640,nucleus - chromatin,nucleus - chromatin,,,
TGME49_311360,311360,PM - peripheral 2,PM - peripheral 2,,,
TGME49_309600,309600,dense granules,dense granules,,,
TGME49_294730,294730,nucleus - chromatin,nucleus - chromatin,,,
TGME49_205040,205040,ER 1,ER 1,,,
TGME49_216880,216880,cytosol,cytosol,,,
TGME49_249530,249530,unknown,cytosol,,,
TGME49_217890,217890,unknown,unknown,,,
TGME49_273130,273130,PM - peripheral 1,PM - peripheral 1,,,
TGME49_287180,287180,nucleolus,nucleus - non-chromatin,,,
TGME49_225860,225860,rhoptries 1,rhoptries 1,,,
TGME49_221670,221670,cytosol,cytosol,,,
TGME49_287500,287500,cytosol,cytosol,,,
TGME49_246130,246130,dense granules,dense granules,,,
TGME49_320210,320210,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_260600,260600,nucleus - chromatin,nucleus - chromatin,,,
TGME49_211460,211460,dense granules,dense granules,,,
TGME49_258090,258090,apical 1,apical 1,,,
TGME49_229180,229180,cytosol,cytosol,,,
TGME49_285870,285870,PM - peripheral 1,PM - peripheral 1,,,
TGME49_222860,222860,unknown,nucleus - non-chromatin,,,
TGME49_270865,270865,unknown,nucleus - chromatin,,,
TGME49_202680,202680,88.448729,1,25.6934474861005,,
TGME49_229640,229640,apical 1,apical 1,,,
TGME49_283850,283850,cytosol,cytosol,,,
TGME49_268590,268590,PM - integral,PM - integral,,,
TGME49_228150,228150,nucleus - chromatin,nucleus - chromatin,,,
TGME49_273120,273120,PM - peripheral 1,PM - peripheral 1,,,
TGME49_219710,219710,nucleus - chromatin,nucleus - chromatin,,,
TGME49_222100,222100,rhoptries 1,rhoptries 1,,,
TGME49_225050,225050,unknown,cytosol,,,
TGME49_289620,289620,micronemes,micronemes,,,
TGME49_202370,202370,83.505472,1,33.6640559498267,,
TGME49_289650,289650,cytosol,cytosol,,,
TGME49_216000,216000,IMC,IMC,,,
TGME49_243960,243960,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_219810,219810,dense granules,dense granules,,,
TGME49_299210,299210,cytosol,cytosol,,,
TGME49_311480,311480,IMC,IMC,,,
TGME49_233110,233110,cytosol,cytosol,,,
TGME49_282055,282055,rhoptries 1,rhoptries 1,,,
TGME49_304630,304630,nucleus - chromatin,nucleus - chromatin,,,
TGME49_294220,294220,Golgi,Golgi,,,
TGME49_206470,206470,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_263870,263870,cytosol,cytosol,,,
TGME49_306400,306400,nucleus - chromatin,nucleus - chromatin,,,
TGME49_295360,295360,IMC,IMC,,,
TGME49_216860,216860,cytosol,cytosol,,,
TGME49_311240,311240,unknown,unknown,,,
TGME49_254690,254690,ER 1,ER 1,,,
TGME49_226580,226580,ER 1,ER 1,,,
TGME49_269710,269710,nucleus - chromatin,nucleus - chromatin,,,
TGME49_318510,318510,unknown,nucleus - chromatin,,,
TGME49_320570,320570,unknown,unknown,,,
TGME49_219630,219630,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_262380,262380,unknown,unknown,,,
TGME49_265450,265450,cytosol,cytosol,,,
TGME49_286600,286600,tubulin cytoskeleton,tubulin cytoskeleton,,,
TGME49_311210,311210,ER 1,ER 1,,,
TGME49_294630,294630,rhoptries 2,rhoptries 2,,,
TGME49_204160,204160,nucleus - chromatin,nucleus - chromatin,,,
TGME49_222380,222380,cytosol,cytosol,,,
TGME49_310640,310640,cytosol,cytosol,,,
TGME49_221660,221660,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_306330,306330,PM - peripheral 2,PM - peripheral 2,,,
TGME49_264440,264440,ER 1,ER 1,,,
TGME49_214600,214600,nucleus - chromatin,nucleus - chromatin,,,
TGME49_200250,200250,micronemes,micronemes,,,
TGME49_236650,236650,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_244460,244460,nucleus - chromatin,nucleus - chromatin,,,
TGME49_257350,257350,unknown,nucleus - chromatin,,,
TGME49_277760,277760,unknown,unknown,,,
TGME49_231210,231210,nucleus - chromatin,nucleus - chromatin,,,
TGME49_232190,232190,nucleus - chromatin,nucleus - chromatin,,,
TGME49_289830,289830,73.180566,0.9996488,49.6741364896376,,
TGME49_256980,256980,ER 1,ER 1,,,
TGME49_293430,293430,PM - integral,Golgi,,,
TGME49_299070,299070,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_240280,240280,Golgi,Golgi,,,
TGME49_242830,242830,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_252430,252430,PM - peripheral 2,PM - peripheral 2,,,
TGME49_244470,244470,apical 1,apical 1,,,
TGME49_278990,278990,unknown,mitochondrion - membranes,,,
TGME49_276130,276130,rhoptries 2,rhoptries 2,,,
TGME49_253900,253900,apicoplast,apicoplast,,,
TGME49_207640,207640,cytosol,cytosol,,,
TGME49_295125,295125,rhoptries 1,rhoptries 1,,,
TGME49_243250,243250,apical 2,apical 2,,,
TGME49_293570,293570,ER 1,ER 1,,,
TGME49_220270,220270,IMC,IMC,,,
TGME49_270320,270320,rhoptries 1,rhoptries 1,,,
TGME49_289300,289300,cytosol,cytosol,,,
TGME49_249030,249030,PM - integral,Golgi,,,
TGME49_217480,217480,nucleus - chromatin,nucleus - chromatin,,,
TGME49_243440,243440,nucleus - chromatin,nucleus - chromatin,,,
TGME49_234380,234380,micronemes,micronemes,,,
TGME49_318430,318430,cytosol,cytosol,,,
TGME49_286080,286080,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_235380,235380,apical 1,apical 1,,,
TGME49_227810,227810,rhoptries 1,rhoptries 1,,,
TGME49_313370,313370,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_297810,297810,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_291950,291950,nucleus - non-chromatin,nucleus - chromatin,,,
TGME49_279390,279390,unknown,nucleus - non-chromatin,,,
TGME49_277910,277910,ER 1,micronemes,,,
TGME49_252220,252220,cytosol,cytosol,,,
TGME49_317720,317720,unknown,nucleus - non-chromatin,,,
TGME49_318410,318410,cytosol,cytosol,,,
TGME49_218280,218280,mitochondrion - membranes,mitochondrion - membranes,,,
TGME49_287480,287480,nucleus - chromatin,nucleus - chromatin,,,
TGME49_203380,203380,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_266990,266990,nucleus - chromatin,nucleus - chromatin,,,
TGME49_239740,239740,dense granules,dense granules,,,
TGME49_201150,201150,endomembrane vesicles,Golgi,,,
TGME49_246600,246600,ER 1,ER 1,,,
TGME49_227360,227360,60S ribosome,60S ribosome,,,
TGME49_284190,284190,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_209160,209160,nucleus - non-chromatin,nucleus - non-chromatin,,,
TGME49_318310,318310,cytosol,cytosol,,,
TGME49_235160,235160,nucleus - chromatin,nucleus - chromatin,,,
TGME49_220100,220100,mitochondrion - soluble,mitochondrion - soluble,,,
TGME49_219250,219250,unknown,Golgi,,,
TGME49_255420,255420,IMC,IMC,,,
TGME49_289880,289880,PM - integral,Golgi,,,
TGME49_208590,208590,unknown,unknown,,,
TGME49_305050,305050,IMC,IMC,,,
TGME49_255300,255300,nucleus - chromatin,nucleus - chromatin,,,
TGME49_270240,270240,dense granules,dense granules,,,
TGME49_247470,247470,unknown,cytosol,,,
TGME49_228630,228630,apicoplast,apicoplast,,,
TGME49_254490,254490,ER 1,ER 1,,,
TGME49_263070,263070,unknown,unknown,,,
TGME49_300140,300140,unknown,cytosol,,,
TGME49_214260,214260,unknown,unknown,,,
TGME49_233160,233160,nucleus - chromatin,nucleus - chromatin,,,
TGME49_261570,261570,60S ribosome,60S ribosome,,,
TGME49_284780,284780,PM - integral,Golgi,,,
TGME49_258540,258540,nucleus - chromatin,PM - peripheral 2,,,
